  0,435.841,587.522
  1,602.539,801.704
  2,861.563,954.019
  3,444.217,553.301
  4,796.042,796.519
  5,88.9064,838.954
  6,233.569,850.798
  7,476.864,203.976
  8,406.271,601.839
  9,954.573,785.053
 10,593.326,968.644
 11,  946.1,432.995
 12,83.0742,601.487
 13,861.254, 754.12
 14,247.619,698.637
 15,963.227,965.824
 16,125.872,536.987
 17,563.237,20.7366
 18, 55.259,619.092
 19,691.414,576.653
 20,237.167,707.298
 21,583.448,609.201
 22,404.171,942.218
 23, 15.771,614.642
 24,20.0806,62.8968
 25,196.656,613.862
 26,913.249,428.902
 27, 828.34,584.111
 28,49.6047,40.6059
 29,271.361,736.904
 30,979.153, 716.97
 31,489.418,957.946
 32,817.106, 281.12
 33,332.771, 466.52
 34,278.353,945.623
 35, 168.54,974.806
 36,806.139,537.748
 37,445.404, 306.86
 38,306.696,552.626
 39,555.492,359.315
 40,156.444,178.995
 41,140.141,704.084
 42,963.235,442.629
 43,460.829,255.503
 44,385.534,487.846
 45,931.464,198.146
 46,279.893,896.021
 47,331.283,923.481
 48,33.5356, 889.86
 49,511.528,60.4103
 50,232.874,327.742
 51,870.562,747.862
 52,126.307,27.0835
 53,25.7158,384.711
 54, 550.99, 317.71
 55,421.545,669.856
 56,699.395,641.832
 57,30.6059,881.315
 58,486.626,987.924
 59,547.886,870.165
 60, 764.19,227.841
 61, 489.34,885.471
 62,908.764,483.318
 63,195.225,821.483
 64,171.854,111.942
 65,599.164,  587.5
 66,132.524,507.626
 67,327.208,  868.8
 68,267.929,788.352
 69,792.919,136.517
 70,156.993,187.479
 71,186.101,903.489
 72,745.996,818.744
 73, 672.67,141.516
 74,795.061,496.701
 75,298.827, 796.84
 76,91.6001,378.018
 77,917.898,105.225
 78,370.272,274.581
 79,789.206,738.168
 80, 800.35,158.589
 81,748.357,537.031
 82,486.979,88.5907
 83,148.737,95.1072
 84,231.984, 10.131
 85,972.905,220.419
 86,  40.56,259.589
 87, 192.47,292.712
 88,24.0393,509.808
 89,316.686,311.822
 90,494.944, 163.27
 91,525.118,681.256
 92,835.669,882.708
 93,775.205,181.054
 94,109.477,27.3525
 95,653.011,671.869
 96,628.285,197.058
 97,1.94865,712.335 
 98, 730.64,446.995
 99,580.371,933.465
100,377.453,863.505
101,258.125,251.372
102,659.297,693.415
103,700.979,439.308
104,801.207,327.664
105,755.117,581.702
106,168.354,774.785
107, 607.71,673.196
108,569.788,359.946
109,505.772,795.094
110,692.786,475.055
111,615.258,416.034
112,433.068,854.106
113,226.997,149.199
114, 326.41,615.676
115,756.359,997.073
116,175.187,551.629
117,207.262, 753.08
118,127.313,986.134
119,245.176,595.849
120,368.488,322.474
121,618.453,808.454
122,284.623,905.817
123,347.487,932.543
124,942.046,733.577
125,923.029, 410.17
126,153.759,230.999
127,476.331,253.181
128,232.085,588.069
129,439.629,819.344
130,959.404,382.332
131,659.332,989.174
132, 475.22, 422.92
133,734.709, 76.166
134,844.594,856.238
135,10.2508,829.527
136,359.094,688.825
137,  901.1,207.153
138,607.208,778.844
139,682.389,84.7105
140,840.931,757.357
141,449.959,883.516
142, 725.65,402.263
143,882.698,149.994
144, 429.87,229.253
145,980.879,821.977
146,578.122,545.104
147, 541.69,818.375
148,509.211,164.053
149,875.589,251.226
150,101.219, 820.45
151,485.894, 5.4797
152,134,228.    874
153,167.243,943.593
154,156.372,445.891
155,267.979,69.0196
156,476.475,711.843
157,456.946,809.262
158,217.245,20.1127
159,165.471,811.813
160,381.612,457.549
161,310.765,220.815
162,2.19756,25.8493 
163,135.318,579.262
164,257.714,332.927
165,678.108,546.502
166,176.011,611.721
167,560.389,331.015
168,416.783,521.535
169,852.354,420.312
170,850.689,321.301
171,745.771,57.0821
172,104.725, 588.78
173,64.3447,87.0233
174,417.205,194.188
175,884.474,559.131
176,868.707,180.065
177,262.003,425.604
178,669.764,662.314
179,420.178,34.4287
180,424.972,239.973
181,615.069,4.82106
182,967.473,235.618
183, 180.64,963.276
184,153.897,253.897
185,138.308,544.775
186,23.8826,240.295
187,701.018,43.4543
188,951.537,792.325
189,190.116,9.77048
190,347.579,997.518
191,331.085,8.82753
192,547.387,204.852
193,776.794,291.288
194,756.586,917.899
195,172.306,772.747
196,85.7052,33.6732
197,904.883,126.216
198,87.5416, 389.28
199,21.9732, 102.51
200,417.302,581.199
201,205.641,477.219
202,486.743,625.481
203,372.177,77.9249
204,117.937,480.467
205,295.533,923.189
206,879.339,967.331
207,889.914,107.701
208,636.977,852.552
209,382.491,96.1738
210,134.598,416.191
211,759.957, 814.02
212,44.5069,940.863
213,244.594,473.987
214,642.573, 589.53
215,228.193,537.552
216,645.769,36.6176
217,881.955,436.361
218,680.574,156.194
219,811.997, 466.21
220,963.481,584.969
221,312.678,611.344
222,853.959,621.638
223,518.363,989.629
224,272.482,202.425
225,762.214,751.456
226,648.783, 603.79
227,783.667,742.083
228,399.475,192.268
229,32.4988,938.751
230,814.209,436.493
231,291.053,292.049
232,607.013,13.6116
233,92.7453,433.967
234,769.072,182.917
235,175.856,408.861
236,344.656,388.185
237,227.183,343.604
238,491.148,328.614
239,25.5217,669.796
240, 789.06,180.381
241,980.725, 735.09
242,58.1823,207.452
243,195.262,304.483
244,543.707,996.057
245, 557.17,378.511
246,256.513,606.643
247,805.435,372.793
248,462.037,417.062
249,818.209,629.891
250, 415.46,823.742
251,203.288, 280.22
252,325.896, 907.59
253,512.472,906.526
254,826.909,802.719
255,374.105,494.356
256,599.164,619.972
257,327.353,384.372
258,360.033,175.038
259,809.911,758.316
260,260.672,213.383
261,934.248,685.015
262,176.023,365.196
263,606.972,355.066
264,667.645,810.279
265,852.864, 824.65
266, 746.32,56.0444
267,93.5555,531.101
268,818.774,606.902
269,746.616,491.772
270,231.083,960.553
271,683.546,930.491
272,431.006,685.786
273, 709.83,561.077
274,452.184,663.382
275,384.806,812.568
276,886.343,4.94442
277,52.5835,271.001
278,152.733,951.553
279,808.889,763.527
280,775.352,780.347
281,178.085,519.553
282,988.743, 256.46
283,114.258,377.412
284,236.126,494.214
285,314.339,438.079
286,273.595,173.028
287,49.9968,742.733
288,6.42906, 353.95 
289,540.007,528.659
290,786.058,432.582
291,995.164,77.7478
292,509.984,834.341
293, 890.36,307.257
294,304.468,535.688
295,473.917,22.3053
296,868.559,484.797
297,91.7265,661.356
298,616.789,748.507
299,414.131,748.199
300,236.206, 683.44
301,974.766,171.802
302,732.088,320.501
303,334.192, 594.83
304,561.254,14.0532
305,33.0116,545.758
306,451.636,797.971
307,197.287,1.98716
308,236.339,400.124
309,747.866,360.265
310,430.779,816.476
311, 21.823,256.845
312,344.638,230.393
313,754.786,929.344
314,257.178, 178.95
315,233.293,789.181
316,109.638,555.178
317,818.496,388.539
318,438.962,136.901
319,344.937,837.515
320,920.634,460.336
321,950.473,33.9817
322,123.803,911.149
323,826.839,234.883
324,967.716,166.523
325,763.859,558.636
326,477.087,834.773
327,189.042,621.271
328,500.418,885.256
329,807.777,879.354
330,6.13562,122.624 
331,680.526,979.535
332,752.455,173.084
333,740.572, 359.87
334,494.045, 199.61
335,225.447,556.169
336,782.186,687.569
337,559.929,171.432
338,463.399,  711.7
339,99.6077,192.347
340,257.615,814.539
341,42.8894,926.489
342,172.907,173.232
343,483.206,814.332
344,537.144,893.849
345,2.99018,973.272 
346,286.889,436.077
347,34.4571,282.052
348,382.173, 228.74
349,407.053,857.824
350,957.659,25.5349
351,534.254,449.898
352,891.084,771.611
353,609.907,714.945
354,800.506,368.529
355, 6.5945,196.999
356,122.621,436.923
357, 517.93,649.464
358,235.387,41.3129
359, 603.56,723.736
360,910.373,948.618
361,498.328,926.571
362,548.665,952.849
363, 779.11,99.0186
364,582.097,75.6071
365,214.744,82.1886
366,560.439,622.937
367,693.672,555.594
